pes_calls,iter_steps,tot_time,saddle_energy,saddle_fmax,success,method,dimer_rot,dimer_trans,init_energy,barrier,mol_id,spin,termination_status,rmsd_init_saddle
25,17,290.087,-5262.791058,0.00154266,true,GPRD,lbfgs,lbfgs,-5261.2589070265885,-1.5321509734112624,122,doublets,GOOD,2.1395244208899857
68,60,12661.561,-8376.523783,0.00159408,true,GPRD,lbfgs,lbfgs,-8374.523409697887,-2.0003733021130756,123,doublets,GOOD,13.020029754165298
34,27,558.485,-6262.185697,0.00169693,true,GPRD,lbfgs,lbfgs,-6260.564971713141,-1.6207252868589421,124,doublets,GOOD,4.088669704516286
34,26,2177.005,-9432.344303,0.00236542,true,GPRD,lbfgs,lbfgs,-9430.475890966829,-1.8684120331708982,125,doublets,GOOD,0.507486103810668
30,22,613.037,-7285.818533,0.00200546,true,GPRD,lbfgs,lbfgs,-7284.624579131316,-1.1939538686838205,126,doublets,GOOD,4.632984749550349
24,16,195.481,-5205.728378,0.00323959,true,GPRD,lbfgs,lbfgs,-5203.668577555284,-2.05980044471562,127,doublets,GOOD,0.6848809667136294
22,15,692.204,-10368.577187,0.00128555,true,GPRD,lbfgs,lbfgs,-10368.121886648623,-0.4553003513774456,128,doublets,GOOD,0.10814783462745932
23,15,232.042,-4238.26822,0.00159408,true,GPRD,lbfgs,lbfgs,-4236.484536634079,-1.7836833659212061,129,doublets,GOOD,0.9016793916893311
27,19,355.154,-8255.330838,0.00215973,true,GPRD,lbfgs,lbfgs,-8254.740187278432,-0.5906507215677266,130,doublets,GOOD,0.18493659973465928
22,16,200.595,-4237.973182,0.00231399,true,GPRD,lbfgs,lbfgs,-4235.594867576798,-2.3783144232020277,131,doublets,GOOD,0.8358358224083423
27,20,835.067,-8373.906932,0.00241684,true,GPRD,lbfgs,lbfgs,-8373.604262750428,-0.3026692495714087,132,doublets,GOOD,0.30584450367497
33,25,760.753,-9314.829442,0.00174835,true,GPRD,lbfgs,lbfgs,-9314.290433432649,-0.5390085673516296,133,doublets,GOOD,0.1501831840338596
28,22,223.149,-3176.784307,0.00241684,true,GPRD,lbfgs,lbfgs,-3176.3349320031166,-0.4493749968833072,134,doublets,GOOD,5.7567623112061685
28,20,1872.773,-8463.439685,0.00226257,true,GPRD,lbfgs,lbfgs,-8461.748019033892,-1.6916659661073936,135,doublets,GOOD,0.3638802908604612
39,34,2746.033,-9431.136092,0.00267395,true,GPRD,lbfgs,lbfgs,-9430.109725093562,-1.0263669064388523,136,doublets,GOOD,0.3130366375543236
45,37,4953.26,-8430.567301,0.00231399,true,GPRD,lbfgs,lbfgs,-8429.449940806986,-1.1173601930131554,137,doublets,GOOD,0.7246209564225685
38,30,3036.111,-9432.599886,0.00164551,true,GPRD,lbfgs,lbfgs,-9430.637242798064,-1.9626432019358617,138,doublets,GOOD,0.2523284556597273
17,11,95.697,-3180.667525,0.00318817,true,GPRD,lbfgs,lbfgs,-3179.140822766335,-1.5267022336647642,139,doublets,GOOD,0.6339414448349304
32,26,2275.726,-9432.260169,0.00190262,true,GPRD,lbfgs,lbfgs,-9430.607045418868,-1.6531235811307852,140,doublets,GOOD,0.17353079548483008
